employee_id,department,years_of_service,performance_score,basic_salary,hra,other_allowances,overtime_hours,bonuses,tax_deductions,other_deductions,net_salary,is_anomaly,anomaly_type,isolation_forest_pred,isolation_forest_score,oneclass_svm_pred,oneclass_svm_score,local_outlier_factor_pred,local_outlier_factor_score,ensemble_anomaly,ensemble_score,top_anomaly_feature
EMP00164,HR,9,75.3,41405.51,16063.19,4893.94,14.7,0.0,4268.76,1297.69,62502.39,0,Normal,0,0.074715,0,0.08728,0,0.03585,0,0.065948,net_salary
EMP00428,Operations,16,70.8,32063.78,14357.3,3311.45,3.0,2875.54,7892.22,2479.33,43138.31,0,Normal,0,0.080643,0,0.141339,0,0.023344,0,0.081775,net_salary
EMP00721,Management,8,85.2,97367.33,31760.71,15971.57,8.5,0.0,17802.65,3950.79,131105.13,0,Normal,0,0.192879,0,0.146872,0,0.05839,0,0.132714,net_salary
EMP00267,Finance,15,86.1,72618.28,28442.02,8346.52,8.8,0.0,11967.15,1732.07,101698.61,0,Normal,0,0.071616,0,0.077876,0,0.070915,0,0.073469,net_salary
EMP00149,Engineering,20,74.8,68030.75,32009.11,8808.15,5.7,0.0,18708.14,4596.88,89178.38,0,Normal,0,0.123792,0,0.163361,0,0.102768,0,0.129974,net_salary
EMP00426,HR,4,74.1,42851.74,13431.74,5469.82,2.9,0.0,7010.02,1305.32,54602.99,0,Normal,0,0.04721,0,0.147447,0,0.011635,0,0.068764,net_salary
EMP01252,HR,12,54.3,48765.52,23168.39,12111.83,10.9,0.0,12699.15,2217.91,74111.91,0,Normal,0,0.064959,0,0.145513,0,0.039308,0,0.08326,net_salary
EMP00600,Engineering,1,59.6,70778.97,32379.57,12449.23,1.1,9542.31,7532.58,2422.69,115924.72,0,Normal,0,0.213787,0,0.213926,0,0.078352,0,0.168689,net_salary
EMP01324,Engineering,27,99.6,45800.12,22678.19,5580.48,14.6,0.0,8553.49,3098.89,68675.3,0,Normal,0,0.122368,0,0.319965,0,0.051974,0,0.164769,net_salary
EMP00307,HR,5,84.8,49689.33,22107.76,5125.52,2.3,0.0,14346.64,2731.53,60915.87,0,Normal,0,0.107749,0,0.282145,0,0.038092,0,0.142662,net_salary
EMP00193,Management,4,44.5,89746.33,28400.63,16488.71,11.2,0.0,11972.91,6540.67,125545.45,0,Normal,0,0.302399,0,0.357393,1,0.170477,0,0.276756,net_salary
EMP00310,Sales,10,51.1,46001.42,16386.16,10235.24,15.7,6301.97,9701.82,2998.92,72994.88,0,Normal,0,0.064587,0,0.117785,0,0.044868,0,0.075746,net_salary
EMP00603,Engineering,1,53.1,55905.2,23349.95,12675.37,8.6,9081.46,7965.05,3212.32,94341.97,0,Normal,0,0.144264,0,0.217649,0,0.044869,0,0.135594,net_salary
EMP00064,Sales,29,83.4,45724.19,19084.7,10876.93,7.1,7969.73,12555.39,2686.52,71457.16,0,Normal,0,0.156929,0,0.290932,0,0.039467,0,0.162443,net_salary
EMP00922,HR,24,72.8,42208.45,17533.23,9410.44,2.7,0.0,9108.05,1868.61,59243.86,0,Normal,0,0.012728,0,0.115105,0,0.010305,0,0.046046,net_salary
EMP01672,Sales,12,75.8,44499.53,17799.81,6674.93,5.9,142701.63,8899.91,2224.98,203012.39,1,bonus_abuse,1,0.451467,1,0.560329,0,0.021649,0,0.344482,net_salary
EMP01075,Management,2,69.5,58198.91,27636.42,9408.96,8.2,0.0,6877.23,2484.53,90356.57,0,Normal,0,0.105162,0,0.150881,0,0.033348,0,0.096464,net_salary
EMP00969,Finance,20,62.7,57869.19,21769.83,12699.89,3.5,0.0,11958.1,2604.13,79675.51,0,Normal,0,0.035609,0,0.047074,0,0.027288,0,0.036657,net_salary
EMP01468,Sales,20,76.5,48281.13,15988.52,8512.25,16.7,0.0,14064.91,3841.93,62434.07,0,Normal,0,0.088109,0,0.196473,0,0.028624,0,0.104402,net_salary
EMP00395,Sales,28,60.6,39961.69,12946.72,5218.96,2.6,7544.36,6178.73,1160.66,59306.41,0,Normal,0,0.148368,0,0.203656,0,0.019303,0,0.123776,net_salary
EMP00949,Operations,9,57.3,32371.05,15997.39,3577.33,0.5,0.0,4794.38,1618.73,45684.4,0,Normal,0,0.069462,0,0.123803,0,0.016965,0,0.070077,net_salary
EMP00384,Operations,18,44.6,31343.23,14948.13,5368.04,4.2,0.0,8476.55,1326.25,43090.74,0,Normal,0,0.077357,0,0.290161,0,0.020199,0,0.129239,net_salary
EMP01179,Operations,2,72.1,35056.51,13323.67,7188.41,1.5,0.0,8598.95,1162.16,46300.46,0,Normal,0,0.094588,0,0.247712,0,0.008944,0,0.117082,net_salary
EMP00219,Finance,14,76.3,43338.23,16527.51,5601.19,8.8,0.0,10561.02,1429.7,57051.61,0,Normal,0,0.030933,0,0.109445,0,0.014989,0,0.051789,net_salary
EMP00594,Sales,4,83.0,25524.3,7858.38,7920.89,25.0,2172.23,6990.29,2039.18,38715.21,0,Normal,0,0.187841,0,0.308824,0,0.06915,0,0.188605,net_salary
EMP00287,HR,10,60.6,34299.68,15966.87,8105.84,3.1,2997.6,5953.27,1272.72,55140.83,0,Normal,0,0.040353,0,0.065703,0,0.016475,0,0.040844,net_salary
EMP00480,HR,22,97.1,30527.27,13165.86,5514.17,1.7,0.0,8862.7,1120.64,39710.49,0,Normal,0,0.142312,0,0.366398,0,0.055767,0,0.188159,net_salary
EMP01430,Operations,12,70.4,34491.8,12557.78,8008.57,0.0,0.0,9597.2,2453.35,43007.6,0,Normal,0,0.070257,0,0.166373,0,0.02254,0,0.08639,net_salary
EMP00545,Finance,1,41.0,54508.01,16780.5,11074.14,4.3,0.0,6754.96,2897.91,74907.13,0,Normal,0,0.113685,0,0.31687,0,0.047228,0,0.159261,net_salary
EMP00362,Finance,24,48.4,56403.07,17962.81,13122.26,0.8,4550.18,16275.36,3931.99,72253.99,0,Normal,0,0.137612,0,0.297403,0,0.067587,0,0.167534,net_salary
EMP00707,Sales,12,49.2,51292.92,21483.95,11452.47,7.8,7454.86,6022.13,1583.09,87829.77,0,Normal,0,0.074794,0,0.088321,0,0.034265,0,0.065793,net_salary
EMP01419,HR,9,99.9,39964.45,15325.53,5240.41,23.2,0.0,6328.96,1428.29,61465.41,0,Normal,0,0.109309,0,0.255969,0,0.032334,0,0.132537,net_salary
EMP01676,Engineering,8,61.1,58453.98,23381.59,8768.1,9.8,219869.32,11690.8,2922.7,301229.95,1,bonus_abuse,1,0.589849,1,0.473201,0,0.014107,0,0.359052,net_salary
EMP01378,HR,8,97.9,44429.18,22164.21,9377.95,2.9,0.0,12682.44,2631.46,61865.36,0,Normal,0,0.097549,0,0.302223,0,0.02394,0,0.141237,net_salary
EMP01207,Finance,11,54.0,44106.18,15340.72,5527.78,1.3,0.0,5725.83,3352.58,56433.81,0,Normal,0,0.0591,0,0.114086,0,0.024251,0,0.065813,net_salary
EMP01336,Finance,17,67.6,58945.26,18548.47,9453.58,11.1,0.0,15237.37,3696.71,74147.22,0,Normal,0,0.060802,0,0.09203,0,0.011955,0,0.054929,net_salary
EMP01463,Engineering,16,44.0,56005.92,20277.6,9521.14,6.6,9956.48,15816.79,1236.86,82172.86,0,Normal,0,0.130729,0,0.280495,0,0.090332,0,0.167185,net_salary
EMP01041,HR,16,61.8,50630.44,24798.59,8456.86,8.9,0.0,12961.01,2984.29,72165.07,0,Normal,0,0.03072,0,0.090465,0,0.010949,0,0.044045,net_salary
EMP00584,Sales,7,61.4,52456.9,18190.09,6234.32,0.2,0.0,14286.89,1317.83,61374.95,0,Normal,0,0.073429,0,0.216372,0,0.020567,0,0.103456,net_salary
EMP00655,Sales,19,77.3,39583.22,15131.11,8912.11,6.4,0.0,9387.99,2174.2,54439.24,0,Normal,0,0.016263,0,0.095594,0,0.006864,0,0.039573,net_salary
EMP01202,Engineering,29,80.8,38767.96,13341.23,5819.34,0.5,0.0,11453.93,1835.78,44820.54,0,Normal,0,0.12274,0,0.360614,0,0.066215,0,0.18319,net_salary
EMP00615,Operations,12,44.1,29060.24,13555.81,6443.93,1.7,2995.7,6413.11,901.57,45204.15,0,Normal,0,0.091958,0,0.224661,0,0.014476,0,0.110365,net_salary
EMP01168,HR,19,75.3,35290.3,12749.79,4766.08,5.5,0.0,7367.86,1346.87,45911.1,0,Normal,0,0.025684,0,0.108886,0,0.014817,0,0.049795,net_salary
EMP00793,HR,26,44.6,31659.87,15561.66,7737.99,3.0,5863.72,5520.6,2371.09,53821.98,0,Normal,0,0.124663,0,0.247486,0,0.027788,0,0.133312,net_salary
EMP00556,Sales,4,42.0,41185.2,15652.12,7920.89,0.4,7433.35,6261.11,1351.19,62843.16,0,Normal,0,0.1319,0,0.247908,0,0.023,0,0.134269,net_salary
EMP01270,Sales,3,80.1,38993.3,19125.33,4497.87,0.4,0.0,6610.7,2763.67,53388.35,0,Normal,0,0.073674,0,0.190542,0,0.040522,0,0.101579,net_salary
EMP01050,Engineering,13,68.3,54991.5,21882.7,6193.8,6.3,0.0,16378.49,2615.74,67321.71,0,Normal,0,0.08671,0,0.191113,0,0.030636,0,0.10282,net_salary
EMP00923,Operations,5,82.2,23449.16,8655.0,5860.01,23.7,3350.04,4360.87,879.13,41284.32,0,Normal,0,0.169592,0,0.224813,0,0.071344,0,0.15525,net_salary
EMP01617,Sales,20,88.9,0.0,11382.37,2773.59,0.0,49116.46,0.0,0.0,63272.42,1,ghost_employee,1,0.399882,1,0.384781,1,0.156027,1,0.313563,net_salary
EMP00577,Engineering,25,76.5,42355.81,13419.4,5085.52,8.9,0.0,6132.25,893.75,57368.79,0,Normal,0,0.057891,0,0.155572,0,0.014952,0,0.076138,net_salary
EMP01180,HR,4,67.6,33377.75,15432.98,7137.17,0.4,3718.97,3975.53,2026.44,53790.07,0,Normal,0,0.079362,0,0.133642,0,0.016374,0,0.07646,net_salary
EMP01138,HR,28,67.1,47811.19,14405.17,9178.19,1.1,0.0,12179.23,1116.81,58591.56,0,Normal,0,0.095457,0,0.251899,0,0.027533,0,0.124963,net_salary
EMP01215,Finance,14,54.8,62291.39,30330.22,10408.61,8.9,6943.98,13466.33,1820.45,99884.86,0,Normal,0,0.090257,0,0.079709,0,0.049142,0,0.073036,net_salary
EMP00278,Finance,5,52.5,67680.8,26616.14,14548.13,18.0,0.0,17211.02,5381.68,97673.51,0,Normal,0,0.19214,0,0.253287,0,0.049774,0,0.165067,net_salary
EMP01300,Operations,22,96.3,38776.02,17134.26,6721.54,2.6,0.0,8639.54,2814.41,52123.04,0,Normal,0,0.065361,0,0.231924,0,0.016451,0,0.104579,net_salary
EMP01546,Operations,13,55.4,30757.34,12302.94,4613.6,230.1,0.0,6151.47,1537.87,109409.62,1,impossible_overtime,1,0.645326,1,0.606716,0,0.038733,0,0.430258,net_salary
EMP01174,Sales,11,92.5,38786.74,12317.03,8920.54,4.0,4726.4,5483.21,1483.63,59238.37,0,Normal,0,0.066081,0,0.143843,0,0.007681,0,0.072535,net_salary
EMP00875,Engineering,1,67.2,67722.52,29468.27,15823.1,13.7,0.0,11138.1,2309.05,108264.85,0,Normal,0,0.168827,0,0.200093,0,0.076426,0,0.148449,net_salary
EMP00237,Sales,10,70.2,29875.86,10069.78,5546.04,3.6,0.0,7568.29,1441.38,37490.32,0,Normal,0,0.059788,0,0.170711,0,0.014195,0,0.081565,net_salary
EMP00737,Sales,17,98.7,39670.84,16250.33,4712.41,25.6,0.0,11504.19,1271.54,57378.85,0,Normal,0,0.156982,0,0.353405,0,0.068462,0,0.19295,net_salary
EMP01396,Operations,11,56.9,39277.03,19535.58,7920.89,0.7,0.0,7156.61,1920.68,58937.66,0,Normal,0,0.016786,0,0.066726,0,0.013289,0,0.032267,net_salary
EMP01619,Finance,13,68.1,278475.99,111390.4,41771.4,23.7,41771.4,55695.2,13923.8,465664.07,1,salary_spike,1,0.788995,0,0.272538,0,0.019693,0,0.360409,net_salary
EMP01085,Management,9,99.8,109109.83,41898.41,13310.44,6.2,17385.05,32588.33,7318.06,148139.35,0,Normal,1,0.512847,1,0.498339,1,0.235379,1,0.415522,net_salary
EMP01559,HR,25,43.5,393384.77,157353.91,7920.89,8.7,59007.72,78676.95,19669.24,602493.38,1,salary_spike,1,0.876662,1,1.0,1,0.355558,1,0.744073,net_salary
EMP01245,Operations,2,92.7,48387.62,17799.29,11926.26,3.0,0.0,5913.47,2585.87,70974.73,0,Normal,0,0.100588,0,0.259746,0,0.050966,0,0.1371,net_salary
EMP00209,Engineering,16,52.3,49680.61,23742.56,12214.93,0.6,0.0,7951.15,2765.64,75200.76,0,Normal,0,0.042495,0,0.063815,0,0.028853,0,0.045055,net_salary
EMP01234,Engineering,19,59.8,47199.71,16700.78,10910.67,2.6,0.0,10944.66,3603.86,61413.13,0,Normal,0,0.040413,0,0.09074,0,0.021597,0,0.050917,net_salary
EMP01312,Operations,11,68.4,53910.98,26539.48,6772.41,26.7,0.0,11920.03,3952.91,84844.52,0,Normal,0,0.099663,0,0.096765,0,0.073586,0,0.090005,net_salary
EMP00528,Sales,19,99.6,43810.44,16897.32,8212.96,3.9,0.0,9744.14,3448.21,57330.19,0,Normal,0,0.066401,0,0.22999,0,0.026981,0,0.107791,net_salary
EMP00059,Engineering,26,72.2,44975.84,21022.78,4832.24,4.6,0.0,11245.31,2731.93,58793.2,0,Normal,0,0.061473,0,0.203193,0,0.01093,0,0.091865,net_salary
EMP00974,Engineering,12,77.1,62101.77,21317.46,12078.97,6.1,11105.17,8354.64,2570.6,99229.57,0,Normal,0,0.094327,0,0.018715,0,0.056385,0,0.056476,net_salary
EMP01662,Sales,3,76.4,266293.24,106517.3,39943.99,23.4,39943.99,53258.65,13314.66,444543.29,1,salary_spike,1,0.8059,1,0.391986,0,0.015179,0,0.404355,net_salary
EMP00562,Engineering,26,87.0,51885.44,22409.38,7068.88,8.4,0.0,12179.71,2654.83,70615.14,0,Normal,0,0.054742,0,0.206919,0,0.022495,0,0.094719,net_salary
EMP00907,Operations,11,98.0,20000.0,6605.73,2771.46,8.2,0.0,2957.95,606.94,27349.8,0,Normal,0,0.224966,0,0.29729,0,0.085202,0,0.202486,net_salary
EMP01327,Engineering,29,81.8,50354.43,18571.64,10947.65,2.4,0.0,14514.76,3312.37,63179.56,0,Normal,0,0.13833,0,0.308726,0,0.044126,0,0.163727,net_salary
EMP00364,HR,9,54.2,31283.93,13109.3,5933.66,13.2,0.0,5882.28,1200.16,47115.84,0,Normal,0,0.051375,0,0.142039,0,0.008444,0,0.067286,net_salary
EMP00858,HR,14,46.1,23972.96,11075.15,2905.7,2.9,0.0,5140.51,1769.98,31695.08,0,Normal,0,0.132755,0,0.238962,0,0.02946,0,0.133726,net_salary
EMP00355,Engineering,19,69.7,54007.83,19911.46,7830.56,11.8,0.0,6109.67,2895.69,78719.11,0,Normal,0,0.04028,0,0.038815,0,0.024447,0,0.034514,net_salary
EMP00893,Operations,19,63.8,29735.07,11030.1,4926.05,10.2,5382.27,8383.61,659.95,44873.35,0,Normal,0,0.124738,0,0.245255,0,0.07675,0,0.148914,net_salary
EMP01349,Management,2,91.8,55680.66,22415.64,12022.9,0.6,10906.57,12639.78,1746.15,86953.04,0,Normal,0,0.191966,0,0.270353,0,0.065392,0,0.175904,net_salary
EMP01524,HR,4,85.1,27678.93,11071.57,7920.89,15.4,13839.47,1383.95,553.58,58800.43,1,duplicate_manipulation,0,0.344048,0,0.250425,1,0.2666,0,0.287025,net_salary
EMP01335,Management,9,92.5,57382.88,20083.7,11791.72,45.7,0.0,9359.02,4404.72,100079.54,0,Normal,0,0.24623,0,0.260679,1,0.169902,0,0.225603,net_salary
EMP01531,Management,24,72.8,0.0,14772.14,6133.41,0.0,49674.98,0.0,0.0,70580.53,1,ghost_employee,0,0.351759,0,0.337911,0,0.068166,0,0.252612,net_salary
EMP00293,Operations,1,86.1,36926.03,15620.66,6318.92,1.2,0.0,8586.94,1933.22,48760.87,0,Normal,0,0.085074,0,0.280922,0,0.021688,0,0.129228,net_salary
EMP00742,Sales,13,87.9,38995.62,12091.89,9110.35,2.2,4944.07,5202.8,2906.83,57836.58,0,Normal,0,0.069306,0,0.109585,0,0.010478,0,0.063123,net_salary
EMP01288,Sales,1,93.5,39890.33,18741.26,4365.44,13.4,0.0,9361.4,2138.04,56508.81,0,Normal,0,0.104813,0,0.335036,0,0.032281,0,0.157376,net_salary
EMP00589,Engineering,27,69.5,57274.98,19834.04,11776.01,13.7,0.0,17021.67,2591.44,76628.18,0,Normal,0,0.140902,0,0.27681,0,0.037986,0,0.151899,net_salary
EMP01019,Management,23,91.3,116424.91,55372.47,20028.29,9.3,0.0,28366.65,5443.79,168166.03,0,Normal,1,0.401778,0,0.361418,1,0.185519,0,0.316238,net_salary
EMP01415,HR,16,49.5,56345.55,17672.07,12623.1,4.9,0.0,11131.78,4492.5,73604.81,0,Normal,0,0.054308,0,0.12452,0,0.036015,0,0.071614,net_salary
EMP00555,Operations,12,56.3,30717.37,15031.59,3957.59,21.8,0.0,7397.27,2219.44,46367.7,0,Normal,0,0.086389,0,0.18152,0,0.037437,0,0.101782,net_salary
EMP00234,HR,18,47.7,38955.75,16841.87,4128.86,7.0,0.0,11603.62,2082.56,48796.77,0,Normal,0,0.08668,0,0.310313,0,0.026362,0,0.141118,net_salary
EMP00597,Finance,11,90.0,48488.07,14824.28,5343.66,24.6,5946.57,10930.55,3366.55,71488.04,0,Normal,0,0.101494,0,0.180811,0,0.079408,0,0.120571,net_salary
EMP01390,HR,12,69.5,52619.1,24899.73,9602.01,11.0,7733.97,11532.08,2866.97,85882.1,0,Normal,0,0.050299,0,0.023136,0,0.02902,0,0.034152,net_salary
EMP00197,Operations,26,68.1,30630.04,9538.07,5371.16,1.6,0.0,8339.03,1858.97,35800.72,0,Normal,0,0.113823,0,0.279649,0,0.024177,0,0.139217,net_salary
EMP01262,Operations,10,85.6,44356.72,17747.83,6432.17,4.6,0.0,13210.09,994.76,56244.75,0,Normal,0,0.083075,0,0.267859,0,0.026373,0,0.125769,net_salary
EMP01598,Engineering,22,68.2,63550.95,25420.38,9532.64,26.3,6355.1,12710.19,3177.55,366242.14,1,net_salary_inconsistency,1,0.460302,1,0.539553,1,0.820702,1,0.606852,net_salary
EMP01404,Operations,19,68.3,37043.07,13673.19,7250.58,10.2,5171.3,4587.79,1164.75,60927.84,0,Normal,0,0.068654,0,0.044422,0,0.017764,0,0.043613,net_salary
EMP00082,Finance,27,55.9,47760.62,21158.91,10089.15,5.3,0.0,13651.1,3816.0,63914.69,0,Normal,0,0.108652,0,0.284999,0,0.033174,0,0.142275,net_salary
EMP01572,Management,15,51.7,32272.52,12909.01,4840.88,5.6,16136.26,1613.63,645.45,65593.9,1,duplicate_manipulation,0,0.291613,0,0.15881,1,0.231758,0,0.227394,net_salary
EMP01433,HR,12,62.8,37700.24,12233.71,7867.42,2.1,0.0,4491.37,2809.4,51242.82,0,Normal,0,0.051464,0,0.063958,0,0.02026,0,0.045227,net_salary
EMP01290,Engineering,27,71.5,46713.51,15586.23,4898.87,11.2,8884.15,7422.44,3658.74,69906.5,0,Normal,0,0.139786,0,0.181236,0,0.060123,0,0.127049,net_salary
EMP00865,Sales,26,94.5,20000.0,8806.95,4464.41,0.1,2537.77,4840.58,455.96,30531.34,0,Normal,0,0.234064,1,0.384266,0,0.077283,0,0.231871,net_salary
EMP00381,Engineering,3,71.4,54669.82,23655.89,12009.36,9.1,9232.01,10653.76,1392.91,92184.43,0,Normal,0,0.109592,0,0.143325,0,0.041635,0,0.098184,net_salary
EMP00112,Engineering,28,57.4,62309.66,25371.68,8156.15,1.0,0.0,15411.13,2645.68,78364.83,0,Normal,0,0.107507,0,0.234654,0,0.042059,0,0.128073,net_salary
EMP01422,HR,12,96.2,40724.11,19590.73,6712.04,20.6,0.0,6454.33,1021.59,67415.8,0,Normal,0,0.089598,0,0.187353,0,0.029546,0,0.102166,net_salary
EMP01673,Management,7,96.4,91325.24,36530.1,13698.79,13.0,9132.52,-2360.7,-610.66,164788.27,1,negative_deduction,1,0.53118,1,0.474173,1,0.239294,1,0.414882,net_salary
EMP01601,HR,23,68.1,31192.85,12477.14,4678.93,17.9,3119.28,-2785.33,-719.41,60207.49,1,negative_deduction,0,0.381333,0,0.351406,0,0.004274,0,0.245671,net_salary
EMP00544,Finance,19,66.3,62206.7,22708.07,11129.66,5.3,0.0,11180.3,4566.37,83388.66,0,Normal,0,0.027961,0,0.039246,0,0.03896,0,0.035389,net_salary
EMP01466,Engineering,15,72.5,44666.95,20006.05,9271.84,4.3,0.0,13271.74,1260.18,61213.56,0,Normal,0,0.062255,0,0.190353,0,0.017753,0,0.09012,net_salary
EMP00904,Finance,26,84.8,48864.56,23850.83,11572.65,3.5,5751.38,5103.02,3505.36,83034.41,0,Normal,0,0.124253,0,0.198177,0,0.05036,0,0.124264,net_salary
EMP00808,Management,11,61.9,77277.08,31403.42,11369.34,11.1,6673.87,21722.42,5448.15,107594.79,0,Normal,0,0.1979,0,0.197603,0,0.073987,0,0.156496,net_salary
EMP01203,Engineering,3,93.4,36731.69,12034.22,4261.73,13.7,6952.51,10016.31,2835.51,51846.06,0,Normal,0,0.200897,0,0.359023,0,0.05541,0,0.20511,net_salary
EMP00311,Sales,2,53.2,52769.68,17661.97,12284.03,8.0,10142.75,11611.64,1987.35,83217.17,0,Normal,0,0.140743,0,0.228911,0,0.052853,0,0.140835,net_salary
EMP00945,Engineering,16,85.2,40727.06,14474.96,5090.1,27.3,8001.32,11936.98,1561.7,65218.34,0,Normal,0,0.177798,0,0.2642,0,0.067711,0,0.169903,net_salary
EMP01113,Engineering,2,89.3,46891.5,19636.1,8470.35,16.4,0.0,9076.98,2144.73,70985.81,0,Normal,0,0.079295,0,0.226857,0,0.019355,0,0.108502,net_salary
EMP01395,Sales,14,96.8,34185.37,13559.5,4036.34,7.6,0.0,10130.68,711.72,43374.52,0,Normal,0,0.15006,0,0.357295,0,0.04293,0,0.183429,net_salary
EMP01117,Engineering,28,43.2,63152.48,25936.37,15412.68,4.6,0.0,13036.66,3599.86,90588.46,0,Normal,0,0.143733,0,0.28857,0,0.106898,0,0.179734,net_salary
EMP00452,Finance,19,82.6,32804.9,15244.78,7998.84,21.6,0.0,6265.48,2548.48,53877.55,0,Normal,0,0.053038,0,0.109005,0,0.026658,0,0.0629,net_salary
EMP01285,Sales,28,49.6,37473.23,11643.94,7006.21,0.6,0.0,6966.64,1760.08,47607.45,0,Normal,0,0.084529,0,0.263556,0,0.028605,0,0.125563,net_salary
EMP00591,Engineering,17,84.5,22561.21,10948.79,3497.03,6.2,0.0,4167.93,1768.7,32381.77,0,Normal,0,0.102676,0,0.161676,0,0.04096,0,0.101771,net_salary
EMP01241,Operations,24,41.9,29226.1,13713.61,5084.01,1.7,4305.36,7358.73,1247.64,44188.5,0,Normal,0,0.127192,0,0.343686,0,0.020973,0,0.16395,net_salary
EMP00486,Management,17,47.1,87709.53,28354.01,21867.15,21.4,17185.29,8847.68,3915.93,159949.09,0,Normal,0,0.379183,0,0.312333,1,0.138069,0,0.276528,net_salary
EMP01453,Operations,18,81.8,33388.07,15947.42,6582.72,18.9,0.0,3394.26,1975.28,56464.62,0,Normal,0,0.102381,0,0.101449,0,0.027678,0,0.077169,net_salary
EMP01667,HR,2,54.9,40015.83,16006.33,6002.37,8.2,4001.58,-2820.81,-771.5,72694.64,1,negative_deduction,0,0.356004,0,0.384254,0,0.04876,0,0.263006,net_salary
EMP01147,Operations,5,96.0,39853.78,12684.84,9837.59,0.2,3947.38,11046.86,2584.7,52766.76,0,Normal,0,0.142881,0,0.327089,0,0.029877,0,0.166616,net_salary
EMP00756,Operations,9,74.0,30658.61,12419.62,7255.91,1.0,2679.76,4746.29,693.0,47862.03,0,Normal,0,0.065483,0,0.089908,0,0.016504,0,0.057298,net_salary
EMP00552,Operations,5,88.5,34036.95,12565.12,5015.17,19.3,0.0,5961.27,1932.77,49881.76,0,Normal,0,0.080329,0,0.214922,0,0.016142,0,0.103798,net_salary
EMP01286,HR,22,79.4,39844.41,17670.72,7213.14,1.3,0.0,7868.8,1374.64,55970.43,0,Normal,0,0.021184,0,0.107182,0,0.002936,0,0.043767,net_salary
EMP01612,Sales,20,61.3,32830.42,13132.17,4924.56,19.1,3283.04,-4328.29,-365.16,64742.34,1,negative_deduction,0,0.362333,0,0.322441,0,0.009374,0,0.231383,net_salary
EMP00621,Engineering,29,90.3,38124.19,12164.37,5100.03,4.5,3763.61,6431.02,2923.84,51405.7,0,Normal,0,0.133009,0,0.297048,0,0.030103,0,0.153386,net_salary
EMP00933,Management,5,92.6,91199.73,35253.65,22312.29,3.6,5182.24,11538.26,3737.29,141750.35,0,Normal,0,0.336807,0,0.340419,0,0.111572,0,0.262932,net_salary
EMP01010,HR,9,52.7,41264.51,16367.93,5725.25,0.7,5117.83,11857.55,2229.52,54659.25,0,Normal,0,0.083642,0,0.251949,0,0.017082,0,0.117558,net_salary
EMP00812,Operations,23,86.0,20000.0,9249.9,2499.51,11.8,0.0,4467.54,903.04,28591.33,0,Normal,0,0.176707,0,0.283899,0,0.070587,0,0.177064,net_salary
EMP00839,Finance,19,45.6,48206.26,15503.56,11439.03,21.7,3564.59,6251.25,2423.55,79845.6,0,Normal,0,0.114446,0,0.150722,0,0.054429,0,0.106533,net_salary
EMP00843,Engineering,24,79.2,45490.96,14430.03,9029.25,3.9,0.0,7963.11,1314.6,63804.52,0,Normal,0,0.02944,0,0.124886,0,0.011266,0,0.055197,net_salary
EMP01229,Management,14,65.4,96023.57,37016.44,12554.78,1.0,0.0,21441.67,4552.83,120500.51,0,Normal,0,0.19804,0,0.098739,0,0.090383,0,0.129054,net_salary
EMP00328,Finance,17,45.0,30631.1,10625.47,7920.89,13.0,5421.17,6871.35,2108.62,48764.35,0,Normal,0,0.119077,0,0.203107,0,0.027545,0,0.116576,net_salary
EMP00255,Engineering,12,58.0,47277.78,20544.7,6983.21,1.0,5499.51,11782.4,3031.68,65934.35,0,Normal,0,0.055461,0,0.111474,0,0.017325,0,0.06142,net_salary
EMP00758,HR,4,99.3,33654.07,16155.73,7202.15,16.9,0.0,3701.43,1787.36,56855.23,0,Normal,0,0.15366,0,0.298331,0,0.029515,0,0.160502,net_salary
EMP01058,Sales,26,58.8,41404.81,18455.42,8165.22,4.3,0.0,12251.02,2542.23,54901.33,0,Normal,0,0.076951,0,0.287107,0,0.015106,0,0.126388,net_salary
EMP00472,Management,7,42.8,64765.58,20966.48,12022.31,7.7,0.0,8785.23,2852.0,90792.41,0,Normal,0,0.089042,0,0.194482,0,0.024331,0,0.102618,net_salary
EMP00323,Finance,15,69.5,68996.6,21612.02,16609.36,6.3,0.0,10810.36,4206.41,96276.32,0,Normal,0,0.08587,0,0.057224,0,0.042533,0,0.061876,net_salary
EMP01365,Operations,3,41.5,42374.41,13732.39,7914.89,6.0,0.0,9448.94,1712.5,55243.81,0,Normal,0,0.092033,0,0.31103,0,0.03153,0,0.144864,net_salary
EMP01227,Sales,15,95.7,39926.39,16006.14,6021.3,10.3,0.0,5087.1,3003.4,57718.72,0,Normal,0,0.069457,0,0.183862,0,0.018165,0,0.090495,net_salary
EMP01361,Management,8,85.7,83153.81,40163.31,9829.26,0.8,0.0,13894.61,6604.74,113270.68,0,Normal,0,0.237598,0,0.231975,1,0.129854,0,0.199809,net_salary
EMP01467,Management,2,76.1,105260.66,45168.07,19022.1,1.8,0.0,29102.39,6447.86,135676.85,0,Normal,1,0.417735,0,0.38424,1,0.187801,0,0.329925,net_salary
EMP01526,Management,4,77.5,0.0,12356.16,8980.53,0.0,0.0,0.0,0.0,53214.08,1,ghost_employee,1,0.425763,1,0.729388,1,0.441858,1,0.532336,net_salary
